Inspection_ID,License,DBA_Name,AKA_Name,Facility_Type,Risk,Address,City,State,Zip,Latitude,Longitude,Inspection_Date,Inspection_Type,Results,criticalFound,pass_flag,fail_flag,tsne_x,tsne_y,is_test,area_num,community_name
2608304,1490824.0,GUERREROS PIZZA INC,GUERREROS PIZZA,Restaurant,Risk 1 (High),2024 S CALIFORNIA AVE ,CHICAGO,IL,60608.0,41.8538287295256,-87.6956563986424,2024-12-03,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-18.200998,41.3346,True,30.0,SOUTH LAWNDALE
2608285,2224746.0,UCAN ACADEMY AND HIGH SCHOOL,UCAN ACADEMY AND HIGH SCHOOL,School,Risk 2 (Medium),3110 W GRAND AVE ,CHICAGO,IL,60622.0,41.8975645991552,-87.7044589821482,2024-12-03,Canvass,Fail,1.0,0.0,1.0,73.20312,14.944122,True,23.0,HUMBOLDT PARK
2608283,29051.0,ERICSON ELEMENTARY SCHOOL,ERICSON ELEMENTARY SCHOOL,School,Risk 1 (High),3600 W FIFTH AVE ,CHICAGO,IL,60624.0,41.8757619056884,-87.7158457254019,2024-12-03,Canvass,Fail,1.0,0.0,1.0,-14.793854,60.181633,True,27.0,EAST GARFIELD PARK
2608281,2766627.0,WAFFLE PANCAKE HOUSE INC,WAFFLE PANCAKE HOUSE,Restaurant,Risk 1 (High),3458 W 111TH ST,CHICAGO,IL,60655.0,41.6915547731753,-87.7081006484005,2024-12-03,Canvass,Pass,0.0,1.0,0.0,-20.390944,-27.308155,True,74.0,MOUNT GREENWOOD
2608279,28479.0,WHITE CASTLE #53,WHITE CASTLE #53,Restaurant,Risk 2 (Medium),1400 W 79TH ST ,CHICAGO,IL,60620.0,41.7505349812582,-87.6586520622897,2024-12-03,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-25.340914,75.1644,True,71.0,AUBURN GRESHAM
2608275,3002287.0,SANDWICHON CAFE,SANDWICHON CAFE,Restaurant,Risk 1 (High),2651 N HARLEM AVE ,CHICAGO,IL,60707.0,41.9286584525103,-87.8062730532336,2024-12-03,License,Fail,1.0,0.0,1.0,35.631893,6.776582,True,18.0,MONTCLARE
2608261,2247208.0,J & J FISH AND CHICKEN,JJ FISH,Restaurant,Risk 2 (Medium),8300 S HOLLAND RD,CHICAGO,IL,60620.0,41.7434273330566,-87.6321811320245,2024-12-02,Complaint,Fail,1.0,0.0,1.0,61.750156,21.994612,True,44.0,CHATHAM
2608255,2431903.0,OAATO FOODS INC.,OAATO FOODS,Restaurant,Risk 1 (High),7118 N CLARK ST,CHICAGO,IL,60626.0,42.0120102335511,-87.6746862866216,2024-12-02,Canvass,Pass,0.0,1.0,0.0,-18.660004,-10.594443,True,1.0,ROGERS PARK
2608252,2912463.0,VARIETALE BAGELS & COFFEE,VARIETALE BAGELS & COFFEE,Restaurant,Risk 1 (High),6206 N BROADWAY ,CHICAGO,IL,60660.0,41.9948051667395,-87.6605603134528,2024-12-02,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-53.99496,-25.144417,True,77.0,EDGEWATER
2608241,2369189.0,TESFA ETHIOPIAN CUISINE,TESFA ETHIOPIAN CUISINE,Restaurant,Risk 1 (High),5352 N BROADWAY ,CHICAGO,IL,60640.0,41.9797075163928,-87.6601074596661,2024-12-02,Complaint Re-Inspection,Pass,0.0,1.0,0.0,-71.348274,5.4235196,True,77.0,EDGEWATER
2608236,1303855.0,TAQUERIA EL CHORRITO,TAQUERIA EL CHORRITO,Restaurant,Risk 1 (High),6404 N CLARK ST,CHICAGO,IL,60626.0,41.9982008078141,-87.6707884796761,2024-12-02,Canvass,Pass,0.0,1.0,0.0,-2.1781294,-18.234802,True,1.0,ROGERS PARK
2608235,2749647.0,LEGENDS CHICKEN & FISH CAFE,LEGENDS CHICKEN & FISH,Restaurant,Risk 2 (Medium),303 W 79TH ST,CHICAGO,IL,60620.0,41.7507112587109,-87.6320192852334,2024-12-02,Canvass Re-Inspection,Fail,1.0,0.0,1.0,63.308094,20.808805,True,44.0,CHATHAM
2608229,2646487.0,CAPTAIN HOOKS FISH & CHICKEN,CAPTAIN HOOKS FISH & CHICKEN,Restaurant,Risk 2 (Medium),343 E 103RD ST ,CHICAGO,IL,60628.0,41.7071922270379,-87.6145004650648,2024-12-02,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-58.645332,12.799344,True,49.0,ROSELAND
2608225,2997029.0,LITO'S TACO AND EMPANADA HOUSE,LITO'S TACO AND EMPANADA HOUSE,Restaurant,Risk 1 (High),2460 N CLARK ST ,CHICAGO,IL,60614.0,41.9270667547097,-87.641529677542,2024-12-02,License,Pass,0.0,1.0,0.0,-24.513533,-5.8779173,True,7.0,LINCOLN PARK
2608212,2882631.0,KING FISH AND CHICKEN FOOD MART,KING FISH AND CHICKEN FOOD MART,Grocery Store,Risk 2 (Medium),8101 S ASHLAND AVE,CHICAGO,IL,60620.0,41.746625624889,-87.6631962229071,2024-12-02,Canvass,Pass w/ Conditions,0.0,0.0,0.0,38.903225,35.09067,True,71.0,AUBURN GRESHAM
2608208,1842767.0,FOLKLORE,FOLKLORE,Restaurant,Risk 1 (High),2100-2102 W DIVISION ST ,CHICAGO,IL,60622.0,41.9032545150184,-87.6798250453467,2024-12-02,Canvass,Pass,0.0,1.0,0.0,-22.6402,-58.786564,True,24.0,WEST TOWN
2608206,2876991.0,THE COFFEE STUDIO,THE COFFEE STUDIO,Restaurant,Risk 2 (Medium),5628 N CLARK ST ,CHICAGO,IL,60660.0,41.9843848248921,-87.669099313872,2024-12-02,Canvass Re-Inspection,Fail,1.0,0.0,1.0,-4.5793753,20.290483,True,77.0,EDGEWATER
2608204,29497.0,THE 3RD COAST,THE 3RD COAST,Restaurant,Risk 1 (High),1260 N DEARBORN ST ,CHICAGO,IL,60610.0,41.9056511434153,-87.630183757229,2024-12-02,Complaint,Pass w/ Conditions,0.0,0.0,0.0,35.674976,9.226391,True,8.0,NEAR NORTH SIDE
2608200,2753883.0,GOURMET DELI & SUBS,GOURMET DELI & SUBS,Restaurant,Risk 2 (Medium),12201-12209 S HALSTED ST ,CHICAGO,IL,60628.0,41.6722695974314,-87.6415764808411,2024-12-02,Canvass Re-Inspection,Pass w/ Conditions,0.0,0.0,0.0,66.8126,22.649609,True,53.0,WEST PULLMAN
2608190,2608946.0,POPS ITALIAN BEEF TWO,POPS ITALIAN BEEF TWO,Restaurant,Risk 1 (High),10337 S KEDZIE AVE ,CHICAGO,IL,60655.0,41.7050324842898,-87.7011601257365,2024-12-02,Complaint Re-Inspection,Pass,0.0,1.0,0.0,-31.049974,-40.073273,True,74.0,MOUNT GREENWOOD
2608189,2358596.0,"RACHEL'S LEARNING CENTER, LTD.",RACHEL'S LEARNING CENTER,Children's Services Facility,Risk 1 (High),5242-5244 W NORTH AVE ,CHICAGO,IL,60639.0,41.9095907009452,-87.7574042941454,2024-12-02,License Re-Inspection,Pass,0.0,1.0,0.0,-56.023235,6.03866,True,25.0,AUSTIN
2608186,2621145.0,ITALIAN FIESTA PIZZERIA,ITALIAN FIESTA PIZZERIA,Restaurant,Risk 1 (High),1306 E 47TH ST ,CHICAGO,IL,60653.0,41.8097752938091,-87.5947365237649,2024-11-29,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-63.63963,-32.590237,True,39.0,KENWOOD
2608182,2600678.0,MCDONALD'S,MCDONALD'S,Restaurant,Risk 2 (Medium),3200 W ROOSEVELT RD ,CHICAGO,IL,60624.0,41.8665138881923,-87.7057335990255,2024-11-29,Complaint,Pass,0.0,1.0,0.0,-11.444315,-20.302013,True,29.0,NORTH LAWNDALE
2608174,2121030.0,FREMONT BAR,WELCOME TO THE FARM,Restaurant,Risk 2 (Medium),15 W ILLINOIS ST,CHICAGO,IL,60654.0,41.8907435194424,-87.6286700601906,2024-11-29,Canvass,Fail,1.0,0.0,1.0,35.64804,7.6573453,True,8.0,NEAR NORTH SIDE
2608169,3001832.0,ONE WAY FOOD MART,ONE WAY FOOD MART,Grocery Store,Risk 2 (Medium),3022 W MADISON ,CHICAGO,IL,60612.0,41.881126474537,-87.7022366178726,2024-11-29,License,Pass w/ Conditions,0.0,0.0,0.0,31.278294,16.544708,True,27.0,EAST GARFIELD PARK
2608164,2208932.0,RML CHICAGO,RML CHICAGO,Hospital,Risk 1 (High),3435 W VAN BUREN ,CHICAGO,IL,60624.0,41.8753290621097,-87.7121470280514,2024-11-29,Canvass,Pass,0.0,1.0,0.0,-7.6147118,-41.69852,True,27.0,EAST GARFIELD PARK
2608165,2564001.0,HON KEE BBQ & SEAFOOD RESTAURANT INC,HON KEE BBQ & SEAFOOD RESTARUANT,Restaurant,Risk 1 (High),5009 N WINTHROP AVE ,CHICAGO,IL,60640.0,41.9735942872407,-87.6575948778682,2024-11-29,Canvass Re-Inspection,Pass,0.0,1.0,0.0,26.842882,-22.69461,True,3.0,UPTOWN
2608153,2929721.0,LOS 3 COMPADRES DE GUERRERO LLC,LOS 3 COMPADRES DE GUERRERO,Restaurant,Risk 1 (High),912 N WESTERN AVE ,CHICAGO,IL,60622.0,41.8980141638199,-87.6870472678726,2024-11-27,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-71.035484,-35.076256,True,24.0,WEST TOWN
2608150,2709285.0,MASALA'S,MASALA'S,Grocery Store,Risk 3 (Low),2229 W TAYLOR ST,CHICAGO,IL,60612.0,41.8689207970879,-87.6823829644249,2024-11-27,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-23.47737,75.08377,True,28.0,NEAR WEST SIDE
2608152,2988676.0,601 W COMPANIES,601 W COMPANIES,Restaurant,Risk 1 (High),200 E RANDOLPH ST ,CHICAGO,IL,60601.0,41.8846320757672,-87.6222479910888,2024-11-27,License,Fail,1.0,0.0,1.0,61.79556,7.663343,True,32.0,LOOP
2608149,2192615.0,RAW,RAW,Restaurant,Risk 2 (Medium),51 W HURON ST ,CHICAGO,IL,60654.0,41.8947395822407,-87.6300448568165,2024-11-27,Canvass Re-Inspection,Pass w/ Conditions,0.0,0.0,0.0,72.61945,-4.025779,True,8.0,NEAR NORTH SIDE
2608148,2398495.0,JERSEY MIKE'S SUBS,JERSEY MIKE'S,Restaurant,Risk 1 (High),203 E OHIO ST,CHICAGO,IL,60611.0,41.8924529079441,-87.6224908327819,2024-11-27,Canvass,Pass,0.0,1.0,0.0,49.162773,-32.34605,True,8.0,NEAR NORTH SIDE
2608147,1546696.0,BEVERLY BAKERY INC,BEVERLY BAKERY INC,Bakery,Risk 1 (High),10528 S WESTERN AVE ,CHICAGO,IL,60643.0,41.7018453799092,-87.6816239603147,2024-11-27,Complaint,Pass w/ Conditions,0.0,0.0,0.0,63.00585,-2.4124057,True,72.0,BEVERLY
2608146,2698419.0,DUNKIN DONUTS,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),201 W MADISON ST ,CHICAGO,IL,60606.0,41.8818354659097,-87.6338973886012,2024-11-27,Canvass,Pass,0.0,1.0,0.0,16.357265,3.5273578,True,32.0,LOOP
2608144,31563.0,LE PARIS BAKERY,PANADERIA LE PARIS,Bakery,Risk 1 (High),3939 W 31ST ST,CHICAGO,IL,60623.0,41.8367870003082,-87.723441328719,2024-11-27,Canvass,Pass,0.0,1.0,0.0,-18.863424,-62.462723,True,30.0,SOUTH LAWNDALE
2608145,1868848.0,MANDELA AFRICAN GROCERY,MANDELA AFRICAN GROCERY,Grocery Store,Risk 2 (Medium),722 E 79TH ST,CHICAGO,IL,60619.0,41.7513692700707,-87.6066770714611,2024-11-27,Canvass,Pass w/ Conditions,0.0,0.0,0.0,28.31693,-4.0932193,True,69.0,GREATER GRAND CROSSING
2608142,1491413.0,BURRITO BEACH # 8,BURRITO BEACH,Restaurant,Risk 1 (High),200 E OHIO ST,CHICAGO,IL,60611.0,41.8926712906856,-87.6225722024813,2024-11-27,Canvass,Pass,0.0,1.0,0.0,-49.210594,-19.703222,True,8.0,NEAR NORTH SIDE
2608140,1045468.0,MC DONALD'S,MC DONALD'S,Restaurant,Risk 2 (Medium),6737 S PULASKI RD ,CHICAGO,IL,60629.0,41.7702902639118,-87.7224013240254,2024-11-27,Canvass,Pass w/ Conditions,0.0,0.0,0.0,42.70825,38.11529,True,65.0,WEST LAWN
2608141,2664977.0,PETE'S,75th food & meat market,Grocery Store,Risk 2 (Medium),656 E 75TH ST ,CHICAGO,IL,60619.0,41.7586451534284,-87.6079895073858,2024-11-27,Canvass,Pass,0.0,1.0,0.0,-5.453175,-14.934609,True,69.0,GREATER GRAND CROSSING
2608138,2609157.0,BEATNIK,BEATNIK,Restaurant,Risk 1 (High),1604-1608 W CHICAGO AVE ,CHICAGO,IL,60622.0,41.8961794099124,-87.6675254453063,2024-11-27,Canvass,Fail,1.0,0.0,1.0,-5.6649895,48.155224,True,24.0,WEST TOWN
2608136,23128.0,STARBUCKS COFFEE #2401,STARBUCKS COFFEE #2401,Restaurant,Risk 2 (Medium),750 N FRANKLIN ST,CHICAGO,IL,60654.0,41.8963175877825,-87.6358402536683,2024-11-27,Canvass,Fail,1.0,0.0,1.0,74.66362,13.190033,True,8.0,NEAR NORTH SIDE
2608131,2943828.0,WESTERN JERK,WESTERN JERK,Restaurant,Risk 1 (High),1334 W 87TH ST ,CHICAGO,IL,60620.0,41.7359858322433,-87.6572077624859,2024-11-27,License,Fail,1.0,0.0,1.0,-2.4165173,26.317635,True,71.0,AUBURN GRESHAM
2608132,2516847.0,S.K.Y.,S.K.Y.,Restaurant,Risk 1 (High),1239 W 18TH ST,CHICAGO,IL,60608.0,41.8578177348926,-87.6579610268159,2024-11-27,Canvass,Pass w/ Conditions,0.0,0.0,0.0,24.93411,36.149254,True,31.0,LOWER WEST SIDE
2608135,1091886.0,Supermercado Santos,Supermercado Santos,Grocery Store,Risk 1 (High),4045-4047 W 31ST ST,CHICAGO,IL,60623.0,41.8367499607579,-87.726132656829,2024-11-27,Canvass,Pass w/ Conditions,0.0,0.0,0.0,74.198524,6.0810766,True,30.0,SOUTH LAWNDALE
2608129,1489064.0,LETIZA'S NATURAL BAKERY / ENOTECA ROMA,LETIZA'S NATURAL BAKERY / ENOTECA ROMA,Restaurant,Risk 1 (High),2144-2146 W DIVISION ST ,CHICAGO,IL,60622.0,41.9032267556001,-87.6814912222404,2024-11-27,Canvass,Pass,0.0,1.0,0.0,-25.99842,-34.054882,True,24.0,WEST TOWN
2608122,2757921.0,ALYNIA ZUSHI & KARAOKE LOUNGE,ALYNIA ZUSHI & KARAOKE LOUNGE,Restaurant,Risk 1 (High),3051 S ARCHER AVE ,CHICAGO,IL,60608.0,41.8391347680221,-87.6628943758507,2024-11-26,Canvass Re-Inspection,Pass,0.0,1.0,0.0,19.44023,-45.7304,True,60.0,BRIDGEPORT
2608120,2924897.0,BONCHON,BONCHON,Restaurant,Risk 1 (High),1732 W DIVISION ST ,CHICAGO,IL,60622.0,41.9033920617297,-87.6713766838127,2024-11-26,Canvass Re-Inspection,Fail,1.0,0.0,1.0,-13.709076,25.011236,True,24.0,WEST TOWN
2608117,2868125.0,HALE MCDONALD'S,HALE MCDONALD'S,Restaurant,Risk 2 (Medium),2525 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60616.0,41.8467666109193,-87.6171757775497,2024-11-26,Canvass Re-Inspection,Pass,0.0,1.0,0.0,10.003591,1.3915282,True,33.0,NEAR SOUTH SIDE
2608116,24596.0,"CITY-LIFE, LTD.","CITY-LIFE, LTD.",Restaurant,Risk 2 (Medium),712 E 83RD ST,CHICAGO,IL,60619.0,41.7440448025475,-87.6068899876458,2024-11-26,Canvass,Pass,0.0,1.0,0.0,-23.231462,61.172497,True,44.0,CHATHAM
2608113,2851420.0,DRW COLLEGE PREP,DRW COLLEGE PREP,School,Risk 1 (High),931 S HOMAN AVE ,CHICAGO,IL,60624.0,41.8693149650242,-87.7104899612539,2024-11-26,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-32.014996,-47.64798,True,29.0,NORTH LAWNDALE
2608112,0.0,PEPPER PALACE,PEPPER PALACE,Navy Pier Kiosk,Risk 3 (Low),600 E GRAND AVE,CHICAGO,IL,60611.0,41.8920941368618,-87.6115698839466,2024-11-26,Complaint,Fail,1.0,0.0,1.0,62.70576,36.768337,True,8.0,NEAR NORTH SIDE
2608109,2918743.0,DOMINOS,DOMINOS,Restaurant,Risk 2 (Medium),509 N ORLEANS ST ,CHICAGO,IL,60654.0,41.8910754076385,-87.6368726771879,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,71.88016,28.64357,True,8.0,NEAR NORTH SIDE
2608106,2141717.0,"STATION RESTAURANT AND BAR, VINNY'S PIZZA BAR, BOO","STATION RESTAURANT AND BAR, VINNY'S PIZZA BAR, BOO",Restaurant,Risk 1 (High),120 N CANAL ST ,CHICAGO,IL,60606.0,41.8838717366213,-87.6399401606997,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,51.11716,1.4406198,True,28.0,NEAR WEST SIDE
2608101,2796870.0,RAVENSWOOD SENIOR LIVING,RAVENSWOOD SENIOR LIVING,Long Term Care,Risk 1 (High),1922 W SUNNYSIDE AVE ,CHICAGO,IL,60640.0,41.9634118413852,-87.6770505229681,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,66.63369,24.10691,True,4.0,LINCOLN SQUARE
2608102,2896102.0,TACO SUR BIRRERIA,TACO SUR BIRRERIA,Restaurant,Risk 1 (High),3059 S PULASKI RD ,CHICAGO,IL,60623.0,41.8369759831184,-87.7242056807066,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,68.59232,-2.3589385,True,30.0,SOUTH LAWNDALE
2608099,2997124.0,47TH STREET SUMMERTIME CANTINA,47TH STREET SUMMERTIME CANTINA,Restaurant,Risk 1 (High),1347 - 1349 W 47TH ST ,CHICAGO,IL,60609.0,41.808566785908,-87.6594980084135,2024-11-26,License,Pass,0.0,1.0,0.0,-90.693634,-15.729958,True,61.0,NEW CITY
2608098,2934259.0,CITY SKYLINE CHICAGO,CITY SKYLINE CHICAGO,Restaurant,Risk 2 (Medium),4755 N LINCOLN AVE ,CHICAGO,IL,60625.0,41.9681025378943,-87.688073118404,2024-11-26,Complaint,Pass w/ Conditions,0.0,0.0,0.0,3.9964216,-13.870379,True,4.0,LINCOLN SQUARE
2608096,2938635.0,UPTOWN RESTAURANT,UPTOWN PIZZA & BBQ,Restaurant,Risk 1 (High),1031 W WILSON AVE,CHICAGO,IL,60640.0,41.9653066026845,-87.6561179693684,2024-11-26,Canvass Re-Inspection,Fail,1.0,0.0,1.0,13.76977,-21.026424,True,3.0,UPTOWN
2608095,29201.0,SHERIDAN M. MAGNET,MARK SHERIDAN MAGNET SCHOOL,School,Risk 1 (High),533 W 27th St (2700S) ,CHICAGO,IL,60616.0,41.8443729283673,-87.641313993371,2024-11-26,Canvass Re-Inspection,Fail,1.0,0.0,1.0,-4.6253505,20.21728,True,60.0,BRIDGEPORT
2608092,1953757.0,BLACK HOLE,BLACK HOLE,Restaurant,Risk 1 (High),1942 W DIVISION ST ,CHICAGO,IL,60622.0,41.9033119840825,-87.676573371066,2024-11-26,Canvass,Pass,0.0,1.0,0.0,-6.905355,-54.027996,True,24.0,WEST TOWN
2608088,2868609.0,BIG TIME FOOD & DELI,BIG TIME FOOD & DELI,Grocery Store,Risk 1 (High),737 S PULASKI RD ,CHICAGO,IL,60624.0,41.8715317849435,-87.7252217460104,2024-11-26,Canvass,Fail,1.0,0.0,1.0,21.81252,1.1635785,True,26.0,WEST GARFIELD PARK
2608084,2495888.0,BARRY'S BOOTCAMP,BARRY'S BOOTCAMP,GYM STORE,Risk 2 (Medium),1-9 W ERIE ST ,CHICAGO,IL,60654.0,41.8939610197837,-87.6282094151009,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,68.29636,32.043518,True,8.0,NEAR NORTH SIDE
2608081,3002060.0,TROY FOOD MART,TROY FOOD MART,Grocery Store,Risk 3 (Low),3142 W CERMAK RD ,,IL,60623.0,41.8518859623224,-87.7044649036697,2024-11-26,License,Pass,0.0,1.0,0.0,4.1138287,28.070446,True,30.0,SOUTH LAWNDALE
2608077,1490824.0,GUERREROS PIZZA INC,GUERREROS PIZZA,Restaurant,Risk 1 (High),2024 S CALIFORNIA AVE ,CHICAGO,IL,60608.0,41.8538287295256,-87.6956563986424,2024-11-26,Canvass,Fail,1.0,0.0,1.0,-18.153124,41.490578,True,30.0,SOUTH LAWNDALE
2608079,2998021.0,CASA TULUM,CASA TULUM,Restaurant,Risk 1 (High),1700 S MICHIGAN AVE ,CHICAGO,IL,60616.0,41.8589963001468,-87.624105669785,2024-11-26,License,Fail,1.0,0.0,1.0,8.877821,48.21575,True,33.0,NEAR SOUTH SIDE
2608073,2583423.0,LOST LARSON,LOST LARSON,Restaurant,Risk 1 (High),5318 N CLARK ST ,CHICAGO,IL,60640.0,41.9786845400567,-87.6684667325925,2024-11-26,Canvass,Fail,1.0,0.0,1.0,9.027265,70.68525,True,77.0,EDGEWATER
2608072,2535859.0,HERO COFFEE,HERO COFFEE,Restaurant,Risk 2 (Medium),439 S DEARBORN ST ,CHICAGO,IL,60605.0,41.8759666546711,-87.6291027631683,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,-15.883164,3.0180428,True,32.0,LOOP
2608068,39365.0,UNCLE MIKE'S PLACE,UNCLE MIKE'S PLACE,Restaurant,Risk 1 (High),1700 W GRAND AVE ,CHICAGO,IL,60622.0,41.8910528570188,-87.6696235387434,2024-11-26,Canvass,Pass,0.0,1.0,0.0,-33.856823,-35.29478,True,24.0,WEST TOWN
2608067,3002025.0,KIMCHI POP THREE BY CHEF SON,KIMCHI POP THREE BY CHEF SON,Restaurant,Risk 1 (High),6930 N GLENWOOD AVE ,CHICAGO,IL,60626.0,42.0076587584795,-87.6663171991003,2024-11-26,License,Pass,0.0,1.0,0.0,-54.79855,6.768819,True,1.0,ROGERS PARK
2608065,2501826.0,KOMOREBI,KOMOREBI,Restaurant,Risk 1 (High),1324 N MILWAUKEE AVE ,CHICAGO,IL,60622.0,41.9057095692575,-87.6703908409687,2024-11-26,Canvass,Pass,0.0,1.0,0.0,-9.044912,-61.541203,True,24.0,WEST TOWN
2608063,2206654.0,THE HARTWELL,THE HARTWELL,Long Term Care,Risk 1 (High),5520 N PAULINA ST ,CHICAGO,IL,60640.0,41.9823395428003,-87.6723844775638,2024-11-26,Canvass,Pass,0.0,1.0,0.0,0.021732826,-55.80984,True,77.0,EDGEWATER
