Inspection_ID,License,DBA_Name,AKA_Name,Facility_Type,Risk,Address,City,State,Zip,Latitude,Longitude,Inspection_Date,Inspection_Type,Results,criticalFound,pass_flag,fail_flag,tsne_x,tsne_y,is_test,area_num,community_name
2608165,2564001.0,HON KEE BBQ & SEAFOOD RESTAURANT INC,HON KEE BBQ & SEAFOOD RESTARUANT,Restaurant,Risk 1 (High),5009 N WINTHROP AVE ,CHICAGO,IL,60640.0,41.9735942872407,-87.6575948778682,2024-11-29,Canvass Re-Inspection,Pass,0.0,1.0,0.0,2.7657707,4.3264074,True,3.0,UPTOWN
2608153,2929721.0,LOS 3 COMPADRES DE GUERRERO LLC,LOS 3 COMPADRES DE GUERRERO,Restaurant,Risk 1 (High),912 N WESTERN AVE ,CHICAGO,IL,60622.0,41.8980141638199,-87.6870472678726,2024-11-27,Canvass Re-Inspection,Pass,0.0,1.0,0.0,1.0866839,11.189961,True,24.0,WEST TOWN
2608150,2709285.0,MASALA'S,MASALA'S,Grocery Store,Risk 3 (Low),2229 W TAYLOR ST,CHICAGO,IL,60612.0,41.8689207970879,-87.6823829644249,2024-11-27,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-6.6998487,1.3477656,True,28.0,NEAR WEST SIDE
2608152,2988676.0,601 W COMPANIES,601 W COMPANIES,Restaurant,Risk 1 (High),200 E RANDOLPH ST ,CHICAGO,IL,60601.0,41.8846320757672,-87.6222479910888,2024-11-27,License,Fail,1.0,0.0,1.0,2.6567125,-2.4022822,True,32.0,LOOP
2608149,2192615.0,RAW,RAW,Restaurant,Risk 2 (Medium),51 W HURON ST ,CHICAGO,IL,60654.0,41.8947395822407,-87.6300448568165,2024-11-27,Canvass Re-Inspection,Pass w/ Conditions,0.0,0.0,0.0,3.7906244,-2.3198164,True,8.0,NEAR NORTH SIDE
2608148,2398495.0,JERSEY MIKE'S SUBS,JERSEY MIKE'S,Restaurant,Risk 1 (High),203 E OHIO ST,CHICAGO,IL,60611.0,41.8924529079441,-87.6224908327819,2024-11-27,Canvass,Pass,0.0,1.0,0.0,3.2963393,3.0460496,True,8.0,NEAR NORTH SIDE
2608147,1546696.0,BEVERLY BAKERY INC,BEVERLY BAKERY INC,Bakery,Risk 1 (High),10528 S WESTERN AVE ,CHICAGO,IL,60643.0,41.7018453799092,-87.6816239603147,2024-11-27,Complaint,Pass w/ Conditions,0.0,0.0,0.0,3.2534971,-2.2422388,True,72.0,BEVERLY
2608146,2698419.0,DUNKIN DONUTS,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),201 W MADISON ST ,CHICAGO,IL,60606.0,41.8818354659097,-87.6338973886012,2024-11-27,Canvass,Pass,0.0,1.0,0.0,-2.8173277,3.0243366,True,32.0,LOOP
2608144,31563.0,LE PARIS BAKERY,PANADERIA LE PARIS,Bakery,Risk 1 (High),3939 W 31ST ST,CHICAGO,IL,60623.0,41.8367870003082,-87.723441328719,2024-11-27,Canvass,Pass,0.0,1.0,0.0,-1.9231806,8.574711,True,30.0,SOUTH LAWNDALE
2608145,1868848.0,MANDELA AFRICAN GROCERY,MANDELA AFRICAN GROCERY,Grocery Store,Risk 2 (Medium),722 E 79TH ST,CHICAGO,IL,60619.0,41.7513692700707,-87.6066770714611,2024-11-27,Canvass,Pass w/ Conditions,0.0,0.0,0.0,1.4546865,2.0137494,True,69.0,GREATER GRAND CROSSING
2608142,1491413.0,BURRITO BEACH # 8,BURRITO BEACH,Restaurant,Risk 1 (High),200 E OHIO ST,CHICAGO,IL,60611.0,41.8926712906856,-87.6225722024813,2024-11-27,Canvass,Pass,0.0,1.0,0.0,1.2851248,10.573864,True,8.0,NEAR NORTH SIDE
2608140,1045468.0,MC DONALD'S,MC DONALD'S,Restaurant,Risk 2 (Medium),6737 S PULASKI RD ,CHICAGO,IL,60629.0,41.7702902639118,-87.7224013240254,2024-11-27,Canvass,Pass w/ Conditions,0.0,0.0,0.0,-1.5052646,0.3022671,True,65.0,WEST LAWN
2608141,2664977.0,PETE'S,75th food & meat market,Grocery Store,Risk 2 (Medium),656 E 75TH ST ,CHICAGO,IL,60619.0,41.7586451534284,-87.6079895073858,2024-11-27,Canvass,Pass,0.0,1.0,0.0,-0.39659643,4.834163,True,69.0,GREATER GRAND CROSSING
2608138,2609157.0,BEATNIK,BEATNIK,Restaurant,Risk 1 (High),1604-1608 W CHICAGO AVE ,CHICAGO,IL,60622.0,41.8961794099124,-87.6675254453063,2024-11-27,Canvass,Fail,1.0,0.0,1.0,-4.142151,2.0557382,True,24.0,WEST TOWN
2608136,23128.0,STARBUCKS COFFEE #2401,STARBUCKS COFFEE #2401,Restaurant,Risk 2 (Medium),750 N FRANKLIN ST,CHICAGO,IL,60654.0,41.8963175877825,-87.6358402536683,2024-11-27,Canvass,Fail,1.0,0.0,1.0,3.0849607,-3.2439504,True,8.0,NEAR NORTH SIDE
2608131,2943828.0,WESTERN JERK,WESTERN JERK,Restaurant,Risk 1 (High),1334 W 87TH ST ,CHICAGO,IL,60620.0,41.7359858322433,-87.6572077624859,2024-11-27,License,Fail,1.0,0.0,1.0,0.96949154,1.1478454,True,71.0,AUBURN GRESHAM
2608132,2516847.0,S.K.Y.,S.K.Y.,Restaurant,Risk 1 (High),1239 W 18TH ST,CHICAGO,IL,60608.0,41.8578177348926,-87.6579610268159,2024-11-27,Canvass,Pass w/ Conditions,0.0,0.0,0.0,-1.5778297,0.9986358,True,31.0,LOWER WEST SIDE
2608135,1091886.0,Supermercado Santos,Supermercado Santos,Grocery Store,Risk 1 (High),4045-4047 W 31ST ST,CHICAGO,IL,60623.0,41.8367499607579,-87.726132656829,2024-11-27,Canvass,Pass w/ Conditions,0.0,0.0,0.0,3.2333286,-2.9217834,True,30.0,SOUTH LAWNDALE
2608129,1489064.0,LETIZA'S NATURAL BAKERY / ENOTECA ROMA,LETIZA'S NATURAL BAKERY / ENOTECA ROMA,Restaurant,Risk 1 (High),2144-2146 W DIVISION ST ,CHICAGO,IL,60622.0,41.9032267556001,-87.6814912222404,2024-11-27,Canvass,Pass,0.0,1.0,0.0,-0.77802473,6.9142194,True,24.0,WEST TOWN
2608122,2757921.0,ALYNIA ZUSHI & KARAOKE LOUNGE,ALYNIA ZUSHI & KARAOKE LOUNGE,Restaurant,Risk 1 (High),3051 S ARCHER AVE ,CHICAGO,IL,60608.0,41.8391347680221,-87.6628943758507,2024-11-26,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-2.9528477,4.5258384,True,60.0,BRIDGEPORT
2608120,2924897.0,BONCHON,BONCHON,Restaurant,Risk 1 (High),1732 W DIVISION ST ,CHICAGO,IL,60622.0,41.9033920617297,-87.6713766838127,2024-11-26,Canvass Re-Inspection,Fail,1.0,0.0,1.0,0.36372334,2.510502,True,24.0,WEST TOWN
2608117,2868125.0,HALE MCDONALD'S,HALE MCDONALD'S,Restaurant,Risk 2 (Medium),2525 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60616.0,41.8467666109193,-87.6171757775497,2024-11-26,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-2.2272415,3.172714,True,33.0,NEAR SOUTH SIDE
2608116,24596.0,"CITY-LIFE, LTD.","CITY-LIFE, LTD.",Restaurant,Risk 2 (Medium),712 E 83RD ST,CHICAGO,IL,60619.0,41.7440448025475,-87.6068899876458,2024-11-26,Canvass,Pass,0.0,1.0,0.0,-5.405917,1.7437279,True,44.0,CHATHAM
2608113,2851420.0,DRW COLLEGE PREP,DRW COLLEGE PREP,School,Risk 1 (High),931 S HOMAN AVE ,CHICAGO,IL,60624.0,41.8693149650242,-87.7104899612539,2024-11-26,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-1.351577,7.4248967,True,29.0,NORTH LAWNDALE
2608112,0.0,PEPPER PALACE,PEPPER PALACE,Navy Pier Kiosk,Risk 3 (Low),600 E GRAND AVE,CHICAGO,IL,60611.0,41.8920941368618,-87.6115698839466,2024-11-26,Complaint,Fail,1.0,0.0,1.0,1.3593119,-3.6480036,True,8.0,NEAR NORTH SIDE
2608109,2918743.0,DOMINOS,DOMINOS,Restaurant,Risk 2 (Medium),509 N ORLEANS ST ,CHICAGO,IL,60654.0,41.8910754076385,-87.6368726771879,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,1.7603356,-3.6076634,True,8.0,NEAR NORTH SIDE
2608106,2141717.0,"STATION RESTAURANT AND BAR, VINNY'S PIZZA BAR, BOO","STATION RESTAURANT AND BAR, VINNY'S PIZZA BAR, BOO",Restaurant,Risk 1 (High),120 N CANAL ST ,CHICAGO,IL,60606.0,41.8838717366213,-87.6399401606997,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,2.7773764,-2.69284,True,28.0,NEAR WEST SIDE
2608101,2796870.0,RAVENSWOOD SENIOR LIVING,RAVENSWOOD SENIOR LIVING,Long Term Care,Risk 1 (High),1922 W SUNNYSIDE AVE ,CHICAGO,IL,60640.0,41.9634118413852,-87.6770505229681,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,1.9012089,-3.3231313,True,4.0,LINCOLN SQUARE
2608102,2896102.0,TACO SUR BIRRERIA,TACO SUR BIRRERIA,Restaurant,Risk 1 (High),3059 S PULASKI RD ,CHICAGO,IL,60623.0,41.8369759831184,-87.7242056807066,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,3.5487883,-2.2481837,True,30.0,SOUTH LAWNDALE
2608099,2997124.0,47TH STREET SUMMERTIME CANTINA,47TH STREET SUMMERTIME CANTINA,Restaurant,Risk 1 (High),1347 - 1349 W 47TH ST ,CHICAGO,IL,60609.0,41.808566785908,-87.6594980084135,2024-11-26,License,Pass,0.0,1.0,0.0,2.0884852,13.994875,True,61.0,NEW CITY
2608098,2934259.0,CITY SKYLINE CHICAGO,CITY SKYLINE CHICAGO,Restaurant,Risk 2 (Medium),4755 N LINCOLN AVE ,CHICAGO,IL,60625.0,41.9681025378943,-87.688073118404,2024-11-26,Complaint,Pass w/ Conditions,0.0,0.0,0.0,-1.2718302,3.6281552,True,4.0,LINCOLN SQUARE
2608096,2938635.0,UPTOWN RESTAURANT,UPTOWN PIZZA & BBQ,Restaurant,Risk 1 (High),1031 W WILSON AVE,CHICAGO,IL,60640.0,41.9653066026845,-87.6561179693684,2024-11-26,Canvass Re-Inspection,Fail,1.0,0.0,1.0,1.7397805,4.2178807,True,3.0,UPTOWN
2608095,29201.0,SHERIDAN M. MAGNET,MARK SHERIDAN MAGNET SCHOOL,School,Risk 1 (High),533 W 27th St (2700S) ,CHICAGO,IL,60616.0,41.8443729283673,-87.641313993371,2024-11-26,Canvass Re-Inspection,Fail,1.0,0.0,1.0,1.2321917,3.0999184,True,60.0,BRIDGEPORT
2608092,1953757.0,BLACK HOLE,BLACK HOLE,Restaurant,Risk 1 (High),1942 W DIVISION ST ,CHICAGO,IL,60622.0,41.9033119840825,-87.676573371066,2024-11-26,Canvass,Pass,0.0,1.0,0.0,2.9173298,3.443715,True,24.0,WEST TOWN
2608088,2868609.0,BIG TIME FOOD & DELI,BIG TIME FOOD & DELI,Grocery Store,Risk 1 (High),737 S PULASKI RD ,CHICAGO,IL,60624.0,41.8715317849435,-87.7252217460104,2024-11-26,Canvass,Fail,1.0,0.0,1.0,0.880559,2.3311808,True,26.0,WEST GARFIELD PARK
2608084,2495888.0,BARRY'S BOOTCAMP,BARRY'S BOOTCAMP,GYM STORE,Risk 2 (Medium),1-9 W ERIE ST ,CHICAGO,IL,60654.0,41.8939610197837,-87.6282094151009,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,1.4701799,-3.6074023,True,8.0,NEAR NORTH SIDE
2608081,3002060.0,TROY FOOD MART,TROY FOOD MART,Grocery Store,Risk 3 (Low),3142 W CERMAK RD ,,IL,60623.0,41.8518859623224,-87.7044649036697,2024-11-26,License,Pass,0.0,1.0,0.0,1.1476659,0.96884024,True,30.0,SOUTH LAWNDALE
2608077,1490824.0,GUERREROS PIZZA INC,GUERREROS PIZZA,Restaurant,Risk 1 (High),2024 S CALIFORNIA AVE ,CHICAGO,IL,60608.0,41.8538287295256,-87.6956563986424,2024-11-26,Canvass,Fail,1.0,0.0,1.0,-4.7817793,2.1771424,True,30.0,SOUTH LAWNDALE
2608079,2998021.0,CASA TULUM,CASA TULUM,Restaurant,Risk 1 (High),1700 S MICHIGAN AVE ,CHICAGO,IL,60616.0,41.8589963001468,-87.624105669785,2024-11-26,License,Fail,1.0,0.0,1.0,-3.672153,1.1004041,True,33.0,NEAR SOUTH SIDE
2608073,2583423.0,LOST LARSON,LOST LARSON,Restaurant,Risk 1 (High),5318 N CLARK ST ,CHICAGO,IL,60640.0,41.9786845400567,-87.6684667325925,2024-11-26,Canvass,Fail,1.0,0.0,1.0,-5.0072694,0.93391895,True,77.0,EDGEWATER
2608072,2535859.0,HERO COFFEE,HERO COFFEE,Restaurant,Risk 2 (Medium),439 S DEARBORN ST ,CHICAGO,IL,60605.0,41.8759666546711,-87.6291027631683,2024-11-26,Canvass,Pass w/ Conditions,0.0,0.0,0.0,0.04164415,4.1801224,True,32.0,LOOP
2608068,39365.0,UNCLE MIKE'S PLACE,UNCLE MIKE'S PLACE,Restaurant,Risk 1 (High),1700 W GRAND AVE ,CHICAGO,IL,60622.0,41.8910528570188,-87.6696235387434,2024-11-26,Canvass,Pass,0.0,1.0,0.0,-0.5410614,7.372975,True,24.0,WEST TOWN
2608067,3002025.0,KIMCHI POP THREE BY CHEF SON,KIMCHI POP THREE BY CHEF SON,Restaurant,Risk 1 (High),6930 N GLENWOOD AVE ,CHICAGO,IL,60626.0,42.0076587584795,-87.6663171991003,2024-11-26,License,Pass,0.0,1.0,0.0,1.6646601,9.968184,True,1.0,ROGERS PARK
2608065,2501826.0,KOMOREBI,KOMOREBI,Restaurant,Risk 1 (High),1324 N MILWAUKEE AVE ,CHICAGO,IL,60622.0,41.9057095692575,-87.6703908409687,2024-11-26,Canvass,Pass,0.0,1.0,0.0,-2.4165213,6.874436,True,24.0,WEST TOWN
